weighted directed
3389 2849 2
1630 9831 76
975 518 29
5227 8875 83
9471 7433 80
3293 3401 99
7040 6187 63
4886 7562 79
7998 9963 46
9452 1625 29
6242 8780 50
2206 9620 29
5796 3613 30
6639 4913 99
1159 5622 18
571 3133 62
4673 4254 74
1027 8041 78
377 7892 3
8344 7951 18
4049 3947 86
3737 3454 55
270 2238 29
7424 8279 93
5197 1812 67
2491 3447 6
9780 9228 72
4471 7108 16
1862 3393 91
575 9940 51
8030 7450 78
9569 7935 68
5296 5946 17
1719 1879 95
2892 4443 27
6945 9777 14
690 5088 91
9824 914 51
9906 2725 74
4562 7658 65
187 5460 2
461 5419 81
1195 5756 67
8881 9421 98
3844 7844 83
3589 4722 29
5994 1871 67
7768 7947 65
3908 8115 30
31 9714 99
7731 4695 44
5141 489 46
1094 8515 18
8573 7265 94
1307 2711 73
4572 5173 41
3404 3655 87
7755 6318 96
4939 6779 3
679 4056 57
2182 2664 39
5222 8491 57
3946 4871 16
9663 9207 53
1421 2474 64
1205 8721 55
1217 32 55
4351 9619 47
5077 2837 17
4222 5144 25
5946 8662 28
2209 7944 69
4775 6374 84
28 4342 91
117 4895 15
9339 2440 61
8669 5824 17
3597 1409 78
4088 8940 38
6734 2887 29
6022 7323 21
9379 1574 41
3597 5382 23
6929 6804 97
2126 1394 79
6497 8176 84
8328 9733 66
4828 4462 43
2862 883 94
3926 8906 52
5885 6948 49
5464 3536 33
2880 7695 56
8856 6608 17
9625 6682 99
2365 8403 4
271 7545 99
3467 8494 8
9546 7742 7
1591 8420 71
7812 5376 46
4654 6683 84
9069 6447 3
2338 899 60
1044 4721 61
3477 851 96
183 120 30
8452 6072 51
7220 7907 5
7560 2120 64
8387 9970 21
8457 9580 27
5045 8808 16
7685 7251 65
5394 7441 49
8943 8112 75
5771 5206 40
4425 1269 21
6568 8004 23
1914 6887 90
5524 8762 49
1565 4206 17
7895 3149 67
7261 4914 0
5947 6663 80
2545 9018 48
1922 5716 65
8985 8581 20
6682 4671 63
3079 8785 20
8953 3032 29
4230 7014 28
7076 4383 5
2324 8314 54
1711 6672 11
258 5670 26
3349 4634 62
751 2845 10
1359 919 93
3339 7963 89
6237 6481 46
4094 7041 23
295 3480 89
1195 3821 24
4544 6267 73
9814 8981 24
603 3714 4
4486 50 61
9464 1071 80
777 115 100
277 6908 69
5956 8892 55
7639 9035 9
2060 2260 8
3988 7041 32
3344 4009 97
1262 2532 7
671 1385 1
9422 232 62
6275 4577 37
2432 626 84
1440 7319 29
4420 3847 54
6637 9339 54
855 6466 52
8036 5396 85
8389 1853 96
519 4719 26
1933 3695 99
9158 8877 76
7276 4656 31
1624 7767 98
8725 8933 1
7356 3283 32
3354 8650 40
2043 7250 59
5034 3145 72
5508 9124 46
1655 6489 40
4295 3856 41
2518 7569 65
3564 7002 91
9992 699 15
8594 2855 36
5915 2493 57
1595 4170 8
1397 4738 85
1593 534 11
6142 4727 15
7059 6279 18
2991 3161 36
5743 570 4
9800 1276 71
7826 3555 33
437 2856 18
1854 6122 9
7498 8897 62
4322 205 29
9834 7461 83
5964 3592 26
1928 9261 9
3422 1384 44
3442 5081 0
3569 1410 23
1888 8336 88
8337 9708 92
2774 5511 81
8846 5128 87
6340 552 8
1217 5912 67
6748 5980 58
8876 1139 92
300 895 7
8935 1257 31
9093 770 66
4739 4333 14
7415 2750 48
8672 3317 50
7237 1688 63
1359 4685 27
6579 5387 69
1964 684 80
3814 7761 77
9064 4709 88
3607 9886 45
6044 4747 41
852 7426 52
9887 5006 54
6844 711 88
4114 6901 49
7924 5274 32
6181 2614 90
5285 911 90
7444 7245 88
7963 8147 37
6694 7853 12
4646 851 57
8868 893 60
5978 7771 50
9803 818 19
8051 9915 62
2200 177 88
8479 5427 84
1307 5567 83
968 3321 55
3526 6471 18
8805 9042 20
6149 6506 71
9232 332 32
6318 74 37
2743 9059 7
1294 9098 26
9419 4899 35
300 8093 61
9410 6164 61
1408 8252 92
2553 8582 63
3873 7127 87
9765 5265 19
2207 4602 59
457 1468 17
5073 8427 42
9161 224 66
6140 9332 77
6169 7523 32
3919 9473 27
1095 2986 37
7340 6638 85
120 2889 15
8565 670 72
9538 3466 17
2188 2979 41
985 9522 69
7118 5651 55
7416 8444 87
9075 8189 88
4997 3932 51
8376 5230 50
6121 6220 6
5546 3583 7
3981 9122 22
8747 594 19
1883 7314 64
8802 5485 78
5904 4231 71
1539 6322 100
3801 6125 88
9008 6514 47
3030 2364 75
2510 9514 94
5742 7091 4
87 1850 53
2672 7024 41
638 391 29
9126 2209 82
396 9449 49
6912 7034 44
33 9969 9
6882 7369 6
1185 2179 32
1630 708 93
6775 7123 49
3874 8558 13
8563 6805 65
2477 796 82
2366 4820 11
5424 6358 6
7303 7740 5
753 1355 98
4841 3817 92
7637 4178 0
3720 3662 94
3422 1880 93
5794 1940 45
4933 9790 50
6258 2121 5
6196 3197 36
9293 8126 34
747 4639 62
4264 648 55
6073 4283 10
1889 987 14
3215 3483 1
2276 6418 64
9734 1658 45
7826 4230 53
5722 1628 6
1483 2128 5
8590 9619 24
9949 8653 97
5650 8959 51
216 462 66
1733 22 58
6598 2458 82
7731 8807 97
3354 8932 65
8866 2106 31
2284 9182 45
4290 8944 0
6907 2912 4
5635 5811 67
1760 6914 63
2916 3562 81
3844 3566 52
9242 722 48
9492 6635 38
5312 7764 5
8583 9130 46
1191 9979 50
1660 9340 22
5042 8655 30
2018 9709 96
9919 9920 30
5961 4116 63
9719 4336 43
7388 7470 2
6854 1077 45
14 3952 97
5264 3064 92
8992 5996 7
8963 2579 21
1030 1643 98
5865 81 62
118 2183 3
6543 4419 13
6436 3598 81
4416 3005 54
6861 5918 100
4267 4076 39
6569 9191 61
2155 929 69
844 8274 80
8275 6416 21
162 7630 21
4308 3451 81
1986 2273 59
9271 4216 79
3383 1112 10
3802 5043 38
2119 3396 76
2130 8194 45
1068 2537 42
7540 2050 63
9639 6859 60
9773 2844 75
7088 9482 82
9311 7938 87
611 5082 1
6114 8379 13
4557 1452 48
6399 2223 85
1166 3134 16
9367 5795 61
2678 7689 7
656 2734 70
9909 6279 75
5394 6968 89
6652 5562 20
6314 1660 76
8611 2037 9
954 2719 90
611 8663 29
8125 9247 48
9221 3815 83
5039 1002 14
9850 4050 54
1090 665 92
4818 4675 84
9220 9855 89
7769 5065 33
6458 4083 67
5084 6753 19
1111 1350 84
1741 3612 12
2637 6989 70
1509 3714 73
6753 5783 49
3859 4779 61
5931 277 58
9106 4851 84
658 8171 98
6163 854 44
3602 858 79
9641 3060 98
5056 1633 68
3798 3982 22
730 2791 92
7470 3702 23
1777 6127 87
5491 9518 93
1384 14 81
8828 5938 25
311 1529 54
8156 630 84
1494 4043 17
4508 8950 86
5248 761 78
4598 9881 96
3770 563 19
3623 7130 92
7312 8323 83
9592 541 49
7571 2753 94
1576 4659 100
3917 6481 81
3113 251 31
7954 6230 56
8255 9651 16
4776 685 94
2589 8424 66
6285 7064 23
260 9841 7
8262 4539 82
3021 3099 63
1115 1554 80
3950 4490 59
8836 2839 65
6895 4985 55
4083 9143 0
1767 9387 53
6010 8615 79
7999 5725 18
2263 5875 27
3919 4263 89
5134 5206 90
3767 101 16
3798 5243 3
2215 6173 69
5616 6286 46
2835 5185 0
6802 1126 50
2856 2351 74
1154 1415 97
7299 784 89
4441 3287 57
455 5199 19
9010 8851 95
8681 1091 92
4454 6056 27
7699 6166 93
1315 6660 67
2303 8732 7
2907 4111 53
8017 9180 84
1545 9540 44
7047 8110 33
5851 9600 31
6558 6933 22
6082 3745 51
7626 6146 94
9165 6305 66
8342 9387 72
652 5731 43
3286 5513 58
2695 3603 2
4019 817 3
553 7851 12
1688 3025 38
2085 1023 74
658 8800 37
4817 6549 29
8855 1678 87
7683 6784 99
2202 3197 85
4417 8101 14
9746 4457 39
8491 8631 89
8168 4096 60
9001 5207 49
3704 6683 40
7124 5583 76
9157 7086 17
5198 7394 35
4054 5066 96
7316 1194 39
8367 2025 57
1704 5269 13
7749 6436 40
9489 9497 93
9631 4976 33
8767 9091 88
5059 6174 61
8419 2518 59
1502 905 82
1263 1016 3
7199 8509 16
8733 953 89
1098 7533 95
6559 6908 25
9154 4323 6
7178 3852 50
1263 5982 83
2513 7139 55
4388 2129 27
2455 2376 74
1001 5734 2
3709 5529 3
6653 3809 59
4766 4924 88
9067 6465 56
3023 8658 57
1945 6554 51
972 8438 67
9251 7067 71
266 5063 69
3647 1268 68
3933 5520 87
947 2607 91
7386 4126 3
6306 5239 36
4224 5876 63
9054 6390 69
2724 4802 35
2191 4536 13
7899 6868 21
5421 2561 16
5847 7271 8
2806 4499 31
248 8556 12
5103 9987 1
4087 3240 1
5533 2174 68
9571 7464 52
2982 7503 90
6181 538 13
4837 7066 42
7553 9746 96
6076 2337 7
975 5566 45
5718 6782 45
1520 9283 64
1060 5677 75
483 3853 34
317 9161 62
6838 6178 71
5808 2781 14
4408 9291 18
6031 2282 47
522 5411 12
9382 8730 51
6020 3904 7
2066 8416 68
983 1421 37
3581 5737 35
1501 7234 39
9244 233 23
2221 6934 48
5734 6961 76
9213 4994 61
2418 8046 60
2521 998 10
7765 3450 53
3621 7861 25
271 1047 98
2576 1971 23
2410 283 78
3127 8296 62
66 4719 2
9478 3945 54
9915 9663 84
5535 9265 49
5897 377 27
5816 1698 53
2880 2797 26
2238 310 19
8712 6034 79
720 7857 21
4336 163 37
7728 2382 14
1707 5463 74
405 8907 11
6191 3122 86
1241 1619 61
4215 8126 83
8226 2715 19
3050 3601 57
5074 9557 29
9275 6681 7
1413 9864 3
365 915 71
4843 9272 8
1493 375 9
416 5445 33
952 6211 25
3772 4089 20
9261 835 74
7083 7009 37
3268 64 10
2867 5733 22
620 1721 87
9100 8147 0
6185 9010 98
6512 7478 76
2684 5909 81
2484 9829 94
6709 8052 63
4483 4982 42
3405 2079 21
637 7220 71
3567 5958 45
8609 1091 77
9100 1127 24
7835 6842 97
5530 9330 6
7812 5572 33
6980 7431 33
1563 6180 80
3216 5397 51
2068 7279 57
4662 2201 51
3800 6933 11
8539 8882 39
3201 5145 39
4549 6854 83
5849 4071 38
206 5613 0
338 8720 34
5403 9027 1
4320 8022 74
9736 5268 7
5427 2002 61
3180 6000 6
1198 107 65
2443 7352 36
8599 6726 22
2275 978 59
9740 3391 4
2701 1784 7
4381 5172 0
4204 6794 36
1626 1894 81
3242 71 86
7584 9480 49
8274 1875 31
3900 8263 39
9267 8590 95
1165 6380 50
1921 9998 99
2630 8467 12
7909 9289 75
1279 7521 19
6607 5890 15
973 8646 73
3194 9323 66
9434 2781 70
6736 6932 26
1074 3278 57
1163 1680 84
6478 3918 44
9689 3692 43
4139 6235 15
4226 7048 52
708 7038 1
3239 303 10
9385 1374 76
9027 6740 74
6742 9622 27
4520 3605 55
6603 4742 51
5990 1687 56
6393 4929 71
619 356 12
2133 6682 45
6502 5280 37
7706 2432 77
7945 3143 63
200 9147 46
4519 3842 84
3755 2069 44
5587 1047 97
1125 1384 43
2249 7363 20
4498 3680 46
1024 4807 99
8091 1928 98
4595 4808 0
5604 78 18
4800 5535 50
309 7380 25
2549 1950 98
8193 2870 98
889 9544 1
1583 3146 5
9079 7647 36
3226 234 56
185 2162 36
5857 763 37
5052 52 53
8626 8401 51
9620 2171 4
8172 9893 62
7585 1432 76
762 380 74
9943 8981 93
8344 4291 69
3701 931 6
1507 2405 53
4514 1068 89
5687 9163 73
4878 8501 39
1417 1722 43
2643 5604 48
2264 3346 72
8364 9265 35
6899 9476 66
8785 6789 96
4731 2756 94
7659 4663 56
2381 9157 55
9368 654 6
2369 9936 85
5034 2797 38
4682 8505 50
908 1171 16
6889 369 69
5082 898 30
1426 9038 69
1191 818 13
2398 9546 15
5365 2631 6
7053 1211 47
2368 8188 78
9044 2784 16
7104 7499 22
84 1868 95
1717 1124 62
1390 6375 86
6027 4753 50
6541 7787 95
393 8788 39
9314 8648 23
6646 4900 11
6818 1757 66
5025 3215 23
9064 8163 67
2832 3177 43
4617 2162 52
4417 7480 84
7237 3083 24
3231 9797 59
2825 151 25
7462 396 32
1963 5642 84
9426 1512 63
879 9210 23
3392 5534 95
1943 8626 14
1767 9598 21
5630 7465 46
7503 9599 35
520 7635 82
7460 9568 36
6412 5961 48
3978 2267 40
438 8169 3
5140 7389 81
3539 2860 31
1084 5236 36
2551 3215 46
4695 3190 15
9065 9124 22
5654 4388 68
4112 3838 72
8937 954 73
8539 6877 26
1492 7741 55
4601 3979 31
2137 3725 27
5524 8633 7
1544 5542 59
9779 3371 32
456 9558 51
8124 3662 4
5100 4320 56
8984 9880 12
8449 8761 83
8019 378 59
5086 496 2
6771 3194 77
5331 3731 98
6837 2910 3
5484 9863 57
2481 3036 58
9598 8737 88
2851 2099 35
6647 2796 69
2089 6559 80
1310 2424 70
4035 2578 60
840 4769 80
8839 586 15
4795 552 89
5643 9048 52
5490 2470 37
7545 2760 63
3477 5897 0
368 7602 58
4685 6644 18
1823 8458 4
6352 2607 87
5999 3198 22
4553 2579 15
2796 2705 91
2536 9929 96
7893 9992 94
3259 350 24
2198 4076 68
1063 9392 58
9414 9365 24
1152 9385 10
7105 1059 43
6532 303 83
4477 3246 28
5135 3314 72
6150 9940 71
82 1775 28
9959 7258 73
2744 8667 37
7076 9542 59
8209 5171 70
4466 4054 75
4515 349 11
2436 9521 93
6953 1042 51
8836 8859 0
6697 30 52
9604 501 85
869 8873 43
8256 6920 72
181 785 13
5509 6505 87
7293 4524 1
5316 758 92
7703 8723 3
1519 4066 91
3287 909 24
9894 1595 69
3549 2212 41
7729 3236 47
1090 6226 64
3283 9270 0
4073 525 99
3134 372 38
916 7659 85
2281 7677 15
8565 9777 10
3804 5131 71
8770 4949 29
8112 5122 76
7623 7381 66
2828 100 28
5618 420 22
5586 6961 44
1077 4264 77
7829 2976 87
8690 9794 0
8199 3934 41
5455 7993 79
8401 742 1
1478 7361 70
1897 8059 56
6949 2675 89
1322 8945 93
5162 9174 8
5676 7740 7
9143 1591 77
3208 7346 18
101 9257 42
8144 3006 44
6544 6419 11
824 7635 34
5045 6950 2
4101 6155 76
6695 6830 98
41 3776 44
705 3649 71
4252 2511 2
9134 6685 83
4158 6639 28
4898 2874 97
7733 3551 79
2380 1395 94
2734 2083 40
5962 4561 56
7040 1581 50
2693 6170 39
3682 8021 97
6036 4811 98
5053 4998 5
3541 7054 24
4 3397 12
6524 1418 49
493 1763 85
6964 7417 54
2881 6504 7
3284 1644 38
1087 3449 20
2427 3167 64
8537 8322 56
2236 2616 100
3315 1132 78
3260 2490 49
3626 1524 80
7225 9229 58
9422 2866 56
3129 4334 65
6726 7059 56
2225 1665 58
2433 3373 91
1289 5144 99
7288 6856 68
8832 7174 19
6422 5084 82
5097 7287 69
2268 4097 61
9624 6967 53
3168 7677 83
767 9852 20
8785 7905 18
2395 6082 25
9376 1337 9
88 9458 38
1372 9339 15
681 7487 31
2681 8794 13
4140 1919 74
3290 1244 66
8723 8254 26
2456 4250 19
7604 849 42
5168 9131 43
769 6312 91
4240 1602 26
9049 4083 79
9556 3833 67
4136 9743 93
6957 2095 99
7449 3520 4
9659 6893 89
7696 7676 85
5446 3707 36
6749 846 66
200 3245 50
6091 4412 55
4642 7334 26
4296 6526 55
2319 3015 35
6126 5498 67
8379 1897 65
6726 3846 39
3361 8988 48
5316 4925 88
5882 2238 8
8683 2194 15
7674 2308 59
9928 8768 80
4732 9332 81
566 6976 57
245 3525 80
226 2459 40
6152 6724 66
4063 8125 4
9532 508 80
4851 3542 31
8598 9078 78
1972 3784 3
766 2373 16
5265 9237 7
2199 258 38
3226 4980 57
4613 2265 85
5791 1366 4
4930 4794 4
3923 4638 8
5012 1506 36
5193 8312 45
6688 9767 38
386 8591 29
2681 4114 62
1397 3182 97
5186 1065 74
2692 5551 27
703 4188 55
9944 3627 1
8932 4262 6
3898 1982 85
2347 6491 10
4253 6060 36
5022 2872 6
1137 9666 14
7946 6282 15
7110 4701 21
8633 2286 94
6658 4514 34
2298 9294 97
855 6479 36
6893 462 26
602 9753 49
7681 1403 96
4705 1697 2
9783 8925 89
3662 3178 2
6439 6194 32
6007 4854 39
7593 1605 20
3264 1925 32
7542 5370 87
6763 949 56
7569 8693 97
6154 1755 9
6153 9845 38
4736 9795 75
4659 4033 87
4517 9473 48
5141 8148 47
6753 3340 78
2001 4399 42
4322 9413 3
8828 124 4
4600 3975 45
5534 3524 85
9672 6230 26
1674 2874 49
5814 64 50
6287 6446 1
5280 4144 38
993 5358 62
4280 3783 2
9336 826 39
5541 9945 31
107 3914 80
7463 4426 2
3008 1397 77
9315 3006 4
1165 1389 65
5449 6868 78
189 3977 90
1081 5280 99
1237 4663 89
460 9541 95
4506 9368 71
8291 9592 82
3347 8125 9
9818 7468 41
3017 1543 3
8344 4719 16
9840 2673 5
7245 5958 46
2492 2033 83
2197 1189 44
8097 3506 36
2991 8980 20
4564 5548 76
2923 8312 50
6729 1440 16
2298 2090 91
1496 7203 68
9674 6447 32
3591 8308 37
407 7405 83
5886 5096 36
4086 6829 23
9817 8984 21
2334 9666 29
4589 6850 65
5488 4442 7
576 514 58
5591 3438 29
9611 2089 64
7256 9239 17
4014 797 2
2761 4959 51
4506 6423 48
9926 5819 70
3191 169 49
8761 3984 85
3568 9492 60
5608 6753 40
393 1864 96
2814 7439 30
7154 6289 81
3853 6635 23
7830 8969 86
3072 5207 31
4151 999 23
196 896 92
7524 1244 67
3449 6035 100
7333 4747 51
6680 3065 59
1400 7757 77
5633 2967 95
2794 1172 97
4822 5675 73
8794 8811 27
9920 1360 63
3791 1343 50
6776 1078 98
7721 8710 71
9219 7456 64
9499 3863 93
1536 6426 57
8519 5645 64
4695 6269 44
7933 2158 55
5976 6135 16
8509 5996 89
5871 2041 41
6809 3019 92
9967 9628 74
8340 9766 35
7468 8398 43
4772 18 57
281 3703 47
3538 421 22
5837 7720 0
5158 6406 0
4420 3773 44
7696 7902 8
1415 5626 77
7519 7114 64
3438 7801 39
2806 809 22
9456 3598 69
6880 7550 21
899 4313 84
7306 6107 10
5855 3755 78
535 6656 45
2269 1502 76
1878 7462 87
4083 9557 21
920 53 9
5271 8121 5
4918 5090 80
3208 9448 24
7641 7383 19
5587 2856 67
1510 5563 21
6876 5017 50
1870 103 65
5129 7752 58
9723 7307 34
7882 2174 1
9230 755 71
1497 1634 21
3534 3092 1
6953 8500 27
4062 282 7
2554 1746 26
570 189 94
4350 6900 33
9925 7269 85
2213 7767 55
100 4220 74
9217 362 85
1987 2487 16
8981 8117 46
194 1202 93
8648 2263 99
4967 7701 47
4015 331 92
9266 9840 38
6546 2767 42
1855 7496 55
8830 3020 33
8314 4006 46
2243 9584 19
6293 8754 2
669 7620 38
9211 5852 56
4231 672 13
4168 4726 43
2509 9098 89
2089 3952 64
2615 404 82
1231 6355 16
7339 4709 53
561 9515 27
1290 5142 99
3335 9758 14
8789 8912 40
622 2111 11
845 917 51
2917 7517 90
6300 9172 45
3804 6729 12
2428 4096 29
8635 9497 9
3952 335 21
8672 8643 50
7189 6426 7
3730 2720 12
7076 7634 68
2116 5257 81
8544 6663 49
5381 5690 10
2068 8850 9
2338 2892 93
9047 6896 25
378 3751 2
9545 4318 23
1194 8616 60
8052 3855 87
6383 9196 96
5614 4962 96
5505 4284 60
7306 494 78
141 5368 91
283 9279 41
8456 4883 86
8565 1198 23
6046 109 28
7986 1148 78
986 5351 62
6184 8819 19
9427 520 18
998 7745 36
1331 9765 38
2106 2972 23
7941 9256 20
10 5742 3
239 2354 22
6434 2251 37
5767 9420 97
1406 5077 51
8851 3757 39
8196 2620 60
9556 1758 14
8241 1430 60
7412 7492 45
5765 5263 28
4568 7485 3
2926 7737 43
6225 6457 5
5314 4100 7
4334 2932 74
6716 2721 32
3439 2669 75
5669 2759 33
3039 3829 30
1371 4940 42
76 5565 97
9517 2683 57
4647 1723 28
2521 464 33
3262 2012 32
4890 8873 42
1157 2572 32
7275 5092 93
9185 9691 15
8044 2868 94
5822 8671 33
9533 704 56
8081 8140 38
7342 5142 9
1810 6663 31
1402 8934 88
6107 7525 42
1598 1549 27
1543 7688 71
5495 9227 90
193 8675 95
9020 6014 75
6651 4702 16
2268 6913 92
4225 7040 7
9476 5480 76
584 150 57
9693 7636 9
8793 5247 30
4315 2599 35
818 2774 14
409 8305 36
6453 1605 85
8561 8957 43
9003 7334 87
8929 2506 70
9618 5169 45
5936 5155 67
25 8382 46
9506 8429 62
9578 147 91
4750 2928 56
9344 8889 69
3634 9749 13
2158 7629 98
740 2355 85
5237 8531 67
7269 5927 99
8901 7027 25
2744 8030 8
195 3705 10
9482 329 57
5139 2972 28
7263 5481 49
8011 9675 90
7979 6916 97
3820 9381 66
8625 148 76
2810 6040 67
9723 2378 54
400 3894 94
4973 7029 100
9084 3608 99
3031 5022 90
4714 8509 49
9683 5867 20
6033 6699 50
3294 2626 15
7298 9621 83
5960 7991 80
9323 4718 54
7569 9805 70
8712 2167 10
260 6076 14
4327 2412 9
6684 8823 17
2009 1027 13
7982 1064 72
2634 6175 12
247 4685 13
4164 9658 53
9282 9615 77
3966 7614 78
4844 274 52
9303 1299 97
6513 889 22
671 1219 41
4275 4294 68
6416 3712 46
191 5894 20
9783 5678 86
6945 4923 92
5032 7301 42
683 642 37
2763 9504 87
1876 3989 28
7161 2726 48
8140 2151 98
9977 7958 95
2711 2167 4
3183 8683 3
7816 6361 67
7580 5995 28
8723 9692 19
2341 7833 50
7499 1575 14
3795 4218 22
5105 6640 53
1016 2762 58
1536 6118 19
4588 7294 77
7135 7744 9
8991 5442 31
1774 4355 45
4258 9344 5
2508 2646 78
8650 403 89
9495 3112 74
8706 1829 6
8130 6260 48
1319 3602 99
8240 6086 100
9691 7599 24
1198 4442 50
4157 5905 36
7071 6980 64
5512 9396 38
6237 1193 48
4963 5494 0
4361 5004 98
8916 171 10
7388 7230 69
8148 5002 65
3314 7629 94
8565 3909 49
3028 4848 19
2573 8539 29
324 3025 74
9623 8407 36
9734 6268 38
8083 2004 34
9750 7176 72
5216 38 48
2830 8499 66
2428 553 45
4129 4073 41
593 3479 2
8465 6798 23
9407 9378 91
7704 2483 67
5574 9850 3
7355 9770 34
1995 3331 46
3018 2765 43
868 7911 63
6147 452 0
8043 7881 96
3223 2850 30
8071 5663 30
1709 8501 82
9560 4211 24
9946 662 32
5794 992 23
2210 607 13
4313 6977 0
7518 9559 20
4607 42 67
1889 6840 38
3921 6436 84
8643 2258 98
8641 546 24
1613 8176 70
1834 976 33
7659 6067 47
658 8495 36
7337 2601 59
8105 4619 90
6802 2280 45
7739 9705 16
5112 2026 80
9204 8751 8
5733 394 83
5376 3237 48
7027 8172 39
6589 9165 22
3127 7647 99
2534 9368 21
2871 8356 52
5759 888 91
628 9551 83
8173 4594 0
3204 9161 31
69 6774 78
1487 4247 62
1318 4055 46
1945 3366 47
8515 1330 83
5102 3024 50
7229 4829 62
8857 7509 79
5516 3592 87
5963 481 4
9654 5908 23
4381 2194 67
6445 3709 91
2265 6432 75
3295 2127 91
8614 551 33
7689 4041 14
9079 217 46
354 2275 55
3914 1836 90
83 3202 46
1552 333 43
2367 2372 8
7496 4862 99
6268 2255 38
3230 4785 31
4522 3509 10
8700 8693 41
1213 2629 51
3910 5133 85
6431 9525 33
4699 1898 59
5892 3872 68
7736 1497 3
7576 6934 6
831 5731 94
6515 5095 14
1254 7780 81
2982 2251 54
695 9868 14
8438 1844 38
9280 5684 23
8598 4525 20
5642 9169 88
2019 4525 70
4502 9044 36
4731 7071 33
7476 8711 13
16 4517 34
8450 5057 38
1860 5066 73
1066 2799 67
5751 6989 45
7386 1632 4
987 6680 84
183 8710 78
2312 5481 51
6692 2023 87
4329 3816 89
6677 1094 69
9164 8440 52
6984 6575 4
4948 8983 60
5370 2847 46
8965 3767 29
9638 2621 66
1664 14 18
8025 1707 68
4206 1212 37
3434 4026 92
7795 4026 15
3390 3713 94
4647 9656 45
103 9963 25
5657 8288 71
5715 7872 79
6864 6837 20
9105 7171 74
1254 9950 40
3339 9757 11
6608 5445 0
9178 6043 27
5241 882 91
8502 9097 28
333 957 64
3938 7213 84
5352 8524 59
3253 5581 17
4524 7319 46
6955 9124 83
8545 8797 60
1921 1088 15
301 2974 36
5084 1099 92
5164 1201 78
2373 8771 8
679 7748 75
9250 8139 69
7765 1699 65
617 1563 60
6616 4780 60
6080 3540 70
9641 8172 24
590 3436 22
7689 4842 66
7531 3035 37
602 5800 52
5494 4049 5
2218 775 15
7488 94 5
5096 6897 48
6516 2851 62
8807 1576 62
7688 5050 45
8733 892 33
5505 3181 67
1337 7824 77
491 8337 26
3267 297 33
4320 7635 97
6795 4959 19
2207 4263 99
5623 7265 52
380 8035 70
9614 2 12
47 5379 66
5370 626 88
7106 1183 26
455 7975 22
3998 7613 88
7157 9095 43
2921 2838 31
5825 1520 28
7400 6847 43
8749 5863 84
3896 3278 83
8831 5710 66
1373 3067 33
5630 3046 31
4826 634 46
6185 2144 46
2691 9563 94
2025 1344 91
4404 3784 25
6602 8401 32
7376 6116 64
8002 9312 90
4533 178 19
8918 3255 88
393 2311 99
332 3987 83
4923 385 5
5178 5035 60
9260 8588 58
2927 2931 15
3491 4442 17
8267 1826 5
614 4085 18
8067 5165 19
8248 5223 36
6546 79 25
3695 1671 19
6131 9193 80
7267 2205 69
2074 6169 64
6425 4174 52
2932 8526 77
7920 3661 90
1965 2618 26
5536 5389 5
9789 4022 84
6854 4912 97
638 3075 87
32 6718 62
1696 7055 47
7522 6179 4
5358 4803 29
4714 4390 86
4644 5263 56
2829 5977 12
558 9955 16
9214 3991 59
8971 2610 61
118 696 88
9740 6980 68
5137 8937 62
9616 5869 16
6408 4703 4
6034 9443 78
2214 2421 64
1737 3561 53
7628 7923 48
4108 4131 90
7396 3504 18
1302 3624 55
9741 6874 65
6353 8458 37
3750 2501 24
1232 4467 65
5249 1112 29
7811 6328 62
6079 8904 24
9408 5936 4
7034 6486 70
4402 7497 2
5155 5852 33
6389 8940 75
5976 6639 66
4933 7401 94
5118 8388 12
6640 2647 76
539 9188 82
5702 6271 28
7192 9829 49
9549 4109 73
549 664 91
8710 4985 55
5897 4495 75
1349 3768 49
8045 4594 87
7450 3058 10
627 1217 23
2859 9248 52
2661 6977 68
3353 4765 33
7530 6030 43
3525 3591 15
7580 6556 96
8530 6404 48
1718 3561 19
1373 7077 48
3747 6517 98
7903 8596 87
1254 7788 49
6366 3920 70
7648 7714 24
3603 1668 15
2390 8387 52
9611 2348 23
9503 6077 88
122 7418 25
3670 2731 58
3908 9904 75
400 6515 57
3345 5138 73
2253 9133 96
5193 6461 3
9326 1311 48
4182 2557 74
5580 1376 54
7882 5201 27
5611 7958 84
1810 7699 0
5478 6635 60
1667 8019 27
4951 4361 74
5521 3283 87
7555 6351 80
2657 6687 28
2660 5887 0
7552 2515 93
5584 7628 87
16 2029 7
8657 2300 23
1196 1041 36
1183 9006 11
4690 9851 36
7264 2940 51
7435 1302 56
6628 2077 28
6709 4091 71
4452 196 2
6018 9513 30
685 8534 92
8402 7056 47
9934 6524 22
9548 8118 87
1099 50 51
2123 700 1
6193 3019 80
684 3120 42
6350 3467 17
5039 3314 16
573 3218 14
